Water,County,Region,Date,GearCd,IF_Key,Length,Weight,SpeciesCd,Name,Age,IF_ID,NYTME,NYTMN,Altitude
Canadarago Lake,Otsego,4,10/20/2003 0:00:00,4E0294,530658,176,40,626,Walleye,0,530658,4995,47402,1270
Canadarago Lake,Otsego,4,10/20/2003 0:00:00,4E0294,530656,526,1380,626,Walleye,6,530656,4995,47402,1270
Canadarago Lake,Otsego,4,10/20/2003 0:00:00,4E0294,530826,111,NA,617,Yellow Perch,1,530826,4995,47402,1270
Canadarago Lake,Otsego,4,10/20/2003 0:00:00,4E0294,531070,64,NA,617,Yellow Perch,0,531070,4995,47402,1270
Canadarago Lake,Otsego,4,10/20/2003 0:00:00,4E0294,530655,570,1630,626,Walleye,6,530655,4995,47402,1270
Canadarago Lake,Otsego,4,10/20/2003 0:00:00,4E0294,530872,82,NA,617,Yellow Perch,0,530872,4995,47402,1270
Canadarago Lake,Otsego,4,10/20/2003 0:00:00,4E0294,530924,71,NA,617,Yellow Perch,0,530924,4995,47402,1270
Canadarago Lake,Otsego,4,10/20/2003 0:00:00,4E0294,530898,92,NA,617,Yellow Perch,0,530898,4995,47402,1270
Canadarago Lake,Otsego,4,10/20/2003 0:00:00,4E0294,530905,84,NA,617,Yellow Perch,0,530905,4995,47402,1270
Canadarago Lake,Otsego,4,10/20/2003 0:00:00,4E0294,530868,71,NA,617,Yellow Perch,0,530868,4995,47402,1270
Canadarago Lake,Otsego,4,10/20/2003 0:00:00,4E0294,530869,70,NA,617,Yellow Perch,0,530869,4995,47402,1270
Canadarago Lake,Otsego,4,10/20/2003 0:00:00,4E0294,530928,83,NA,617,Yellow Perch,0,530928,4995,47402,1270
Canadarago Lake,Otsego,4,10/20/2003 0:00:00,4E0294,530927,74,NA,617,Yellow Perch,0,530927,4995,47402,1270
Canadarago Lake,Otsego,4,10/20/2003 0:00:00,4E0294,530925,73,NA,617,Yellow Perch,0,530925,4995,47402,1270
Canadarago Lake,Otsego,4,10/20/2003 0:00:00,4E0294,530900,83,NA,617,Yellow Perch,0,530900,4995,47402,1270
Canadarago Lake,Otsego,4,10/20/2003 0:00:00,4E0294,530923,78,NA,617,Yellow Perch,0,530923,4995,47402,1270
Canadarago Lake,Otsego,4,10/20/2003 0:00:00,4E0294,530922,74,NA,617,Yellow Perch,0,530922,4995,47402,1270
Canadarago Lake,Otsego,4,10/20/2003 0:00:00,4E0294,530921,78,NA,617,Yellow Perch,0,530921,4995,47402,1270
Canadarago Lake,Otsego,4,10/20/2003 0:00:00,4E0294,530920,76,NA,617,Yellow Perch,0,530920,4995,47402,1270
Canadarago Lake,Otsego,4,10/20/2003 0:00:00,4E0294,530919,82,NA,617,Yellow Perch,0,530919,4995,47402,1270
Canadarago Lake,Otsego,4,10/20/2003 0:00:00,4E0294,530867,80,NA,617,Yellow Perch,0,530867,4995,47402,1270
Canadarago Lake,Otsego,4,10/20/2003 0:00:00,4E0294,530926,87,NA,617,Yellow Perch,0,530926,4995,47402,1270
Canadarago Lake,Otsego,4,10/20/2003 0:00:00,4E0294,530846,66,NA,617,Yellow Perch,0,530846,4995,47402,1270
Canadarago Lake,Otsego,4,10/20/2003 0:00:00,4E0294,530783,79,NA,617,Yellow Perch,0,530783,4995,47402,1270
Canadarago Lake,Otsego,4,10/20/2003 0:00:00,4E0294,530850,140,NA,617,Yellow Perch,2,530850,4995,47402,1270
Canadarago Lake,Otsego,4,10/20/2003 0:00:00,4E0294,530854,82,NA,617,Yellow Perch,0,530854,4995,47402,1270
Canadarago Lake,Otsego,4,10/20/2003 0:00:00,4E0294,530841,78,NA,617,Yellow Perch,0,530841,4995,47402,1270
Canadarago Lake,Otsego,4,10/20/2003 0:00:00,4E0294,530864,77,NA,617,Yellow Perch,0,530864,4995,47402,1270
Canadarago Lake,Otsego,4,10/20/2003 0:00:00,4E0294,530849,142,NA,617,Yellow Perch,1,530849,4995,47402,1270
Canadarago Lake,Otsego,4,10/20/2003 0:00:00,4E0294,530857,67,NA,617,Yellow Perch,0,530857,4995,47402,1270
Canadarago Lake,Otsego,4,10/20/2003 0:00:00,4E0294,530847,72,NA,617,Yellow Perch,0,530847,4995,47402,1270
Canadarago Lake,Otsego,4,10/20/2003 0:00:00,4E0294,530845,76,NA,617,Yellow Perch,0,530845,4995,47402,1270
Canadarago Lake,Otsego,4,10/20/2003 0:00:00,4E0294,530844,84,NA,617,Yellow Perch,0,530844,4995,47402,1270
Canadarago Lake,Otsego,4,10/20/2003 0:00:00,4E0294,530843,83,NA,617,Yellow Perch,0,530843,4995,47402,1270
Canadarago Lake,Otsego,4,10/20/2003 0:00:00,4E0294,530842,83,NA,617,Yellow Perch,0,530842,4995,47402,1270
Canadarago Lake,Otsego,4,10/20/2003 0:00:00,4E0294,530855,84,NA,617,Yellow Perch,0,530855,4995,47402,1270
Canadarago Lake,Otsego,4,10/20/2003 0:00:00,4E0294,530794,89,NA,617,Yellow Perch,0,530794,4995,47402,1270
Canadarago Lake,Otsego,4,10/20/2003 0:00:00,4E0294,530782,72,NA,617,Yellow Perch,0,530782,4995,47402,1270
Canadarago Lake,Otsego,4,10/20/2003 0:00:00,4E0294,530848,63,NA,617,Yellow Perch,0,530848,4995,47402,1270
Canadarago Lake,Otsego,4,10/20/2003 0:00:00,4E0294,530853,107,NA,617,Yellow Perch,0,530853,4995,47402,1270
Canadarago Lake,Otsego,4,10/20/2003 0:00:00,4E0294,530824,124,NA,617,Yellow Perch,1,530824,4995,47402,1270
Canadarago Lake,Otsego,4,10/20/2003 0:00:00,4E0294,530823,136,NA,617,Yellow Perch,2,530823,4995,47402,1270
Canadarago Lake,Otsego,4,10/20/2003 0:00:00,4E0294,530825,125,NA,617,Yellow Perch,1,530825,4995,47402,1270
Canadarago Lake,Otsego,4,10/20/2003 0:00:00,4E0294,530866,83,NA,617,Yellow Perch,0,530866,4995,47402,1270
Canadarago Lake,Otsego,4,10/20/2003 0:00:00,4E0294,530681,386,560,626,Walleye,2,530681,4995,47402,1270
Canadarago Lake,Otsego,4,10/20/2003 0:00:00,4E0294,530822,130,NA,617,Yellow Perch,1,530822,4995,47402,1270
Canadarago Lake,Otsego,4,10/20/2003 0:00:00,4E0294,530821,170,NA,617,Yellow Perch,3,530821,4995,47402,1270
Canadarago Lake,Otsego,4,10/20/2003 0:00:00,4E0294,530856,79,NA,617,Yellow Perch,0,530856,4995,47402,1270
Canadarago Lake,Otsego,4,10/20/2003 0:00:00,4E0294,530820,160,NA,617,Yellow Perch,2,530820,4995,47402,1270
Canadarago Lake,Otsego,4,10/20/2003 0:00:00,4E0294,530818,81,NA,617,Yellow Perch,0,530818,4995,47402,1270
Canadarago Lake,Otsego,4,10/20/2003 0:00:00,4E0294,530863,90,NA,617,Yellow Perch,0,530863,4995,47402,1270
Canadarago Lake,Otsego,4,10/20/2003 0:00:00,4E0294,530780,115,NA,617,Yellow Perch,1,530780,4995,47402,1270
Canadarago Lake,Otsego,4,10/20/2003 0:00:00,4E0294,530817,72,NA,617,Yellow Perch,0,530817,4995,47402,1270
Canadarago Lake,Otsego,4,10/20/2003 0:00:00,4E0294,530862,119,NA,617,Yellow Perch,1,530862,4995,47402,1270
Canadarago Lake,Otsego,4,10/20/2003 0:00:00,4E0294,530861,104,NA,617,Yellow Perch,0,530861,4995,47402,1270
Canadarago Lake,Otsego,4,10/20/2003 0:00:00,4E0294,530860,130,NA,617,Yellow Perch,1,530860,4995,47402,1270
Canadarago Lake,Otsego,4,10/20/2003 0:00:00,4E0294,530859,67,NA,617,Yellow Perch,0,530859,4995,47402,1270
Canadarago Lake,Otsego,4,10/20/2003 0:00:00,4E0294,530809,80,NA,617,Yellow Perch,0,530809,4995,47402,1270
Canadarago Lake,Otsego,4,10/20/2003 0:00:00,4E0294,530792,72,NA,617,Yellow Perch,0,530792,4995,47402,1270
Canadarago Lake,Otsego,4,10/20/2003 0:00:00,4E0294,530779,132,NA,617,Yellow Perch,2,530779,4995,47402,1270
Canadarago Lake,Otsego,4,10/20/2003 0:00:00,4E0294,530804,98,NA,617,Yellow Perch,0,530804,4995,47402,1270
Canadarago Lake,Otsego,4,10/20/2003 0:00:00,4E0294,530814,72,NA,617,Yellow Perch,0,530814,4995,47402,1270
Canadarago Lake,Otsego,4,10/20/2003 0:00:00,4E0294,530813,76,NA,617,Yellow Perch,0,530813,4995,47402,1270
Canadarago Lake,Otsego,4,10/20/2003 0:00:00,4E0294,530812,75,NA,617,Yellow Perch,0,530812,4995,47402,1270
Canadarago Lake,Otsego,4,10/20/2003 0:00:00,4E0294,530871,87,NA,617,Yellow Perch,0,530871,4995,47402,1270
Canadarago Lake,Otsego,4,10/20/2003 0:00:00,4E0294,530810,69,NA,617,Yellow Perch,0,530810,4995,47402,1270
Canadarago Lake,Otsego,4,10/20/2003 0:00:00,4E0294,530803,96,NA,617,Yellow Perch,0,530803,4995,47402,1270
Canadarago Lake,Otsego,4,10/20/2003 0:00:00,4E0294,530808,84,NA,617,Yellow Perch,0,530808,4995,47402,1270
Canadarago Lake,Otsego,4,10/20/2003 0:00:00,4E0294,530819,68,NA,617,Yellow Perch,0,530819,4995,47402,1270
Canadarago Lake,Otsego,4,10/20/2003 0:00:00,4E0294,530807,81,NA,617,Yellow Perch,0,530807,4995,47402,1270
Canadarago Lake,Otsego,4,10/20/2003 0:00:00,4E0294,530784,66,NA,617,Yellow Perch,0,530784,4995,47402,1270
Canadarago Lake,Otsego,4,10/20/2003 0:00:00,4E0294,530806,85,NA,617,Yellow Perch,0,530806,4995,47402,1270
Canadarago Lake,Otsego,4,10/20/2003 0:00:00,4E0294,530781,92,NA,617,Yellow Perch,0,530781,4995,47402,1270
Canadarago Lake,Otsego,4,10/20/2003 0:00:00,4E0294,530802,96,NA,617,Yellow Perch,0,530802,4995,47402,1270
Canadarago Lake,Otsego,4,10/20/2003 0:00:00,4E0294,530811,91,NA,617,Yellow Perch,0,530811,4995,47402,1270
Canadarago Lake,Otsego,4,10/20/2003 0:00:00,4E0294,530778,141,NA,617,Yellow Perch,1,530778,4995,47402,1270
Canadarago Lake,Otsego,4,10/20/2003 0:00:00,4E0294,530785,70,NA,617,Yellow Perch,0,530785,4995,47402,1270
Canadarago Lake,Otsego,4,10/20/2003 0:00:00,4E0294,530787,136,NA,617,Yellow Perch,1,530787,4995,47402,1270
Canadarago Lake,Otsego,4,10/20/2003 0:00:00,4E0294,530788,77,NA,617,Yellow Perch,0,530788,4995,47402,1270
Canadarago Lake,Otsego,4,10/20/2003 0:00:00,4E0294,530789,84,NA,617,Yellow Perch,0,530789,4995,47402,1270
Canadarago Lake,Otsego,4,10/20/2003 0:00:00,4E0294,530815,83,NA,617,Yellow Perch,0,530815,4995,47402,1270
Canadarago Lake,Otsego,4,10/20/2003 0:00:00,4E0294,530791,76,NA,617,Yellow Perch,0,530791,4995,47402,1270
Canadarago Lake,Otsego,4,10/20/2003 0:00:00,4E0294,530865,81,NA,617,Yellow Perch,0,530865,4995,47402,1270
Canadarago Lake,Otsego,4,10/20/2003 0:00:00,4E0294,530793,123,NA,617,Yellow Perch,2,530793,4995,47402,1270
Canadarago Lake,Otsego,4,10/20/2003 0:00:00,4E0294,530800,72,NA,617,Yellow Perch,0,530800,4995,47402,1270
Canadarago Lake,Otsego,4,10/20/2003 0:00:00,4E0294,530795,88,NA,617,Yellow Perch,0,530795,4995,47402,1270
Canadarago Lake,Otsego,4,10/20/2003 0:00:00,4E0294,530796,87,NA,617,Yellow Perch,0,530796,4995,47402,1270
Canadarago Lake,Otsego,4,10/20/2003 0:00:00,4E0294,530797,81,NA,617,Yellow Perch,0,530797,4995,47402,1270
Canadarago Lake,Otsego,4,10/20/2003 0:00:00,4E0294,530798,72,NA,617,Yellow Perch,0,530798,4995,47402,1270
Canadarago Lake,Otsego,4,10/20/2003 0:00:00,4E0294,530799,76,NA,617,Yellow Perch,0,530799,4995,47402,1270
Canadarago Lake,Otsego,4,10/20/2003 0:00:00,4E0294,530777,167,NA,617,Yellow Perch,3,530777,4995,47402,1270
Canadarago Lake,Otsego,4,10/20/2003 0:00:00,4E0294,530790,75,NA,617,Yellow Perch,0,530790,4995,47402,1270
Canadarago Lake,Otsego,4,10/20/2003 0:00:00,4E0294,530801,104,NA,617,Yellow Perch,0,530801,4995,47402,1270
Canadarago Lake,Otsego,4,4/16/2004 0:00:00,66,567978,403,NA,626,Walleye,5,567978,4995,47402,1270
Canadarago Lake,Otsego,4,4/16/2004 0:00:00,66,567986,465,NA,626,Walleye,7,567986,4995,47402,1270
Canadarago Lake,Otsego,4,4/16/2004 0:00:00,66,567976,470,NA,626,Walleye,5,567976,4995,47402,1270
Canadarago Lake,Otsego,4,4/16/2004 0:00:00,66,567987,397,NA,626,Walleye,3,567987,4995,47402,1270
Canadarago Lake,Otsego,4,4/16/2004 0:00:00,66,567971,409,NA,626,Walleye,4,567971,4995,47402,1270
Canadarago Lake,Otsego,4,4/16/2004 0:00:00,66,567983,488,NA,626,Walleye,9,567983,4995,47402,1270
Canadarago Lake,Otsego,4,4/16/2004 0:00:00,66,567967,464,NA,626,Walleye,5,567967,4995,47402,1270
Canadarago Lake,Otsego,4,4/16/2004 0:00:00,66,567985,454,NA,626,Walleye,7,567985,4995,47402,1270
Canadarago Lake,Otsego,4,4/16/2004 0:00:00,66,567984,457,NA,626,Walleye,6,567984,4995,47402,1270
Canadarago Lake,Otsego,4,4/16/2004 0:00:00,66,567974,428,NA,626,Walleye,6,567974,4995,47402,1270
Canadarago Lake,Otsego,4,4/16/2004 0:00:00,66,567975,424,NA,626,Walleye,5,567975,4995,47402,1270
Canadarago Lake,Otsego,4,4/16/2004 0:00:00,66,567977,375,NA,626,Walleye,3,567977,4995,47402,1270
Canadarago Lake,Otsego,4,4/16/2004 0:00:00,66,567979,459,NA,626,Walleye,5,567979,4995,47402,1270
Canadarago Lake,Otsego,4,4/16/2004 0:00:00,66,567980,448,NA,626,Walleye,8,567980,4995,47402,1270
Canadarago Lake,Otsego,4,4/16/2004 0:00:00,66,567981,404,NA,626,Walleye,5,567981,4995,47402,1270
Canadarago Lake,Otsego,4,4/16/2004 0:00:00,66,567982,454,NA,626,Walleye,5,567982,4995,47402,1270
Canadarago Lake,Otsego,4,4/18/2004 0:00:00,67,568086,374,NA,626,Walleye,3,568086,4995,47402,1270
Canadarago Lake,Otsego,4,4/18/2004 0:00:00,67,568087,408,NA,626,Walleye,5,568087,4995,47402,1270
Canadarago Lake,Otsego,4,4/18/2004 0:00:00,67,568088,375,NA,626,Walleye,3,568088,4995,47402,1270
Canadarago Lake,Otsego,4,4/18/2004 0:00:00,67,568089,409,NA,626,Walleye,5,568089,4995,47402,1270
Canadarago Lake,Otsego,4,4/18/2004 0:00:00,67,568105,350,NA,626,Walleye,3,568105,4995,47402,1270
Canadarago Lake,Otsego,4,4/18/2004 0:00:00,67,568106,430,NA,626,Walleye,5,568106,4995,47402,1270
Canadarago Lake,Otsego,4,4/18/2004 0:00:00,67,568111,429,NA,626,Walleye,7,568111,4995,47402,1270
Canadarago Lake,Otsego,4,4/18/2004 0:00:00,67,568099,420,NA,626,Walleye,5,568099,4995,47402,1270
Canadarago Lake,Otsego,4,4/18/2004 0:00:00,67,568110,450,NA,626,Walleye,7,568110,4995,47402,1270
Canadarago Lake,Otsego,4,4/18/2004 0:00:00,67,568102,533,NA,626,Walleye,8,568102,4995,47402,1270
Canadarago Lake,Otsego,4,4/18/2004 0:00:00,67,568107,415,NA,626,Walleye,5,568107,4995,47402,1270
Canadarago Lake,Otsego,4,4/18/2004 0:00:00,67,568104,390,NA,626,Walleye,5,568104,4995,47402,1270
Canadarago Lake,Otsego,4,4/18/2004 0:00:00,67,568103,479,NA,626,Walleye,7,568103,4995,47402,1270
Canadarago Lake,Otsego,4,4/18/2004 0:00:00,67,568101,422,NA,626,Walleye,7,568101,4995,47402,1270
Canadarago Lake,Otsego,4,4/18/2004 0:00:00,67,568097,450,NA,626,Walleye,7,568097,4995,47402,1270
Canadarago Lake,Otsego,4,4/18/2004 0:00:00,67,568090,505,NA,626,Walleye,6,568090,4995,47402,1270
Canadarago Lake,Otsego,4,4/18/2004 0:00:00,67,568091,413,NA,626,Walleye,4,568091,4995,47402,1270
Canadarago Lake,Otsego,4,4/18/2004 0:00:00,67,568092,423,NA,626,Walleye,3,568092,4995,47402,1270
Canadarago Lake,Otsego,4,4/18/2004 0:00:00,67,568093,425,NA,626,Walleye,5,568093,4995,47402,1270
Canadarago Lake,Otsego,4,4/18/2004 0:00:00,67,568096,432,NA,626,Walleye,6,568096,4995,47402,1270
Canadarago Lake,Otsego,4,4/18/2004 0:00:00,67,568098,397,NA,626,Walleye,5,568098,4995,47402,1270
Canadarago Lake,Otsego,4,4/18/2004 0:00:00,67,568109,425,NA,626,Walleye,8,568109,4995,47402,1270
Canadarago Lake,Otsego,4,4/18/2004 0:00:00,67,568100,460,NA,626,Walleye,8,568100,4995,47402,1270
Canadarago Lake,Otsego,4,4/18/2004 0:00:00,67,568108,428,NA,626,Walleye,5,568108,4995,47402,1270
Canadarago Lake,Otsego,4,4/16/2004 0:00:00,67,568007,499,NA,626,Walleye,5,568007,4995,47402,1270
Canadarago Lake,Otsego,4,4/16/2004 0:00:00,67,568018,464,NA,626,Walleye,9,568018,4995,47402,1270
Canadarago Lake,Otsego,4,4/16/2004 0:00:00,67,568014,398,NA,626,Walleye,5,568014,4995,47402,1270
Canadarago Lake,Otsego,4,4/16/2004 0:00:00,67,568013,427,NA,626,Walleye,5,568013,4995,47402,1270
Canadarago Lake,Otsego,4,4/16/2004 0:00:00,67,568012,416,NA,626,Walleye,4,568012,4995,47402,1270
Canadarago Lake,Otsego,4,4/16/2004 0:00:00,67,568011,426,NA,626,Walleye,5,568011,4995,47402,1270
Canadarago Lake,Otsego,4,4/16/2004 0:00:00,67,568010,447,NA,626,Walleye,5,568010,4995,47402,1270
Canadarago Lake,Otsego,4,4/16/2004 0:00:00,67,568009,386,NA,626,Walleye,3,568009,4995,47402,1270
Canadarago Lake,Otsego,4,4/16/2004 0:00:00,67,568004,614,NA,626,Walleye,9,568004,4995,47402,1270
Canadarago Lake,Otsego,4,4/16/2004 0:00:00,67,568008,475,NA,626,Walleye,5,568008,4995,47402,1270
Canadarago Lake,Otsego,4,4/16/2004 0:00:00,67,568006,492,NA,626,Walleye,9,568006,4995,47402,1270
Canadarago Lake,Otsego,4,4/16/2004 0:00:00,67,568017,412,NA,626,Walleye,5,568017,4995,47402,1270
Canadarago Lake,Otsego,4,4/16/2004 0:00:00,67,568005,402,NA,626,Walleye,5,568005,4995,47402,1270
Canadarago Lake,Otsego,4,4/16/2004 0:00:00,67,568003,473,NA,626,Walleye,6,568003,4995,47402,1270
Canadarago Lake,Otsego,4,4/16/2004 0:00:00,67,568020,430,NA,626,Walleye,5,568020,4995,47402,1270
Canadarago Lake,Otsego,4,4/16/2004 0:00:00,67,568029,433,NA,626,Walleye,6,568029,4995,47402,1270
Canadarago Lake,Otsego,4,4/16/2004 0:00:00,67,568028,441,NA,626,Walleye,5,568028,4995,47402,1270
Canadarago Lake,Otsego,4,4/16/2004 0:00:00,67,568027,428,NA,626,Walleye,4,568027,4995,47402,1270
Canadarago Lake,Otsego,4,4/16/2004 0:00:00,67,568026,428,NA,626,Walleye,5,568026,4995,47402,1270
Canadarago Lake,Otsego,4,4/16/2004 0:00:00,67,568025,507,NA,626,Walleye,7,568025,4995,47402,1270
Canadarago Lake,Otsego,4,4/16/2004 0:00:00,67,568016,448,NA,626,Walleye,8,568016,4995,47402,1270
Canadarago Lake,Otsego,4,4/16/2004 0:00:00,67,568019,425,NA,626,Walleye,5,568019,4995,47402,1270
Canadarago Lake,Otsego,4,4/16/2004 0:00:00,67,568015,487,NA,626,Walleye,8,568015,4995,47402,1270
Canadarago Lake,Otsego,4,4/16/2004 0:00:00,67,568021,396,NA,626,Walleye,4,568021,4995,47402,1270
Canadarago Lake,Otsego,4,4/16/2004 0:00:00,67,567941,379,NA,626,Walleye,3,567941,4995,47402,1270
Canadarago Lake,Otsego,4,4/16/2004 0:00:00,67,568024,379,NA,626,Walleye,3,568024,4995,47402,1270
Canadarago Lake,Otsego,4,4/16/2004 0:00:00,67,568023,457,NA,626,Walleye,5,568023,4995,47402,1270
Canadarago Lake,Otsego,4,4/16/2004 0:00:00,67,568022,393,NA,626,Walleye,4,568022,4995,47402,1270
Canadarago Lake,Otsego,4,4/16/2004 0:00:00,66,567932,415,NA,626,Walleye,5,567932,4995,47402,1270
Canadarago Lake,Otsego,4,4/16/2004 0:00:00,66,567931,418,NA,626,Walleye,7,567931,4995,47402,1270
Canadarago Lake,Otsego,4,4/16/2004 0:00:00,66,567930,445,NA,626,Walleye,5,567930,4995,47402,1270
Canadarago Lake,Otsego,4,4/16/2004 0:00:00,66,567929,435,NA,626,Walleye,6,567929,4995,47402,1270
Canadarago Lake,Otsego,4,4/16/2004 0:00:00,66,567928,431,NA,626,Walleye,4,567928,4995,47402,1270
Canadarago Lake,Otsego,4,4/16/2004 0:00:00,66,567927,362,NA,626,Walleye,3,567927,4995,47402,1270
Canadarago Lake,Otsego,4,4/16/2004 0:00:00,66,567926,466,NA,626,Walleye,5,567926,4995,47402,1270
Canadarago Lake,Otsego,4,4/16/2004 0:00:00,66,567935,369,NA,626,Walleye,3,567935,4995,47402,1270
Canadarago Lake,Otsego,4,4/16/2004 0:00:00,66,567965,382,NA,626,Walleye,3,567965,4995,47402,1270
Canadarago Lake,Otsego,4,4/16/2004 0:00:00,66,567968,440,NA,626,Walleye,6,567968,4995,47402,1270
Canadarago Lake,Otsego,4,4/16/2004 0:00:00,66,567973,438,NA,626,Walleye,5,567973,4995,47402,1270
Canadarago Lake,Otsego,4,4/16/2004 0:00:00,66,567972,417,NA,626,Walleye,4,567972,4995,47402,1270
Canadarago Lake,Otsego,4,4/16/2004 0:00:00,66,567934,376,NA,626,Walleye,3,567934,4995,47402,1270
Canadarago Lake,Otsego,4,4/16/2004 0:00:00,66,567964,373,NA,626,Walleye,3,567964,4995,47402,1270
Canadarago Lake,Otsego,4,4/16/2004 0:00:00,66,567969,442,NA,626,Walleye,5,567969,4995,47402,1270
Canadarago Lake,Otsego,4,4/16/2004 0:00:00,66,567970,442,NA,626,Walleye,4,567970,4995,47402,1270
Canadarago Lake,Otsego,4,4/16/2004 0:00:00,66,567933,422,NA,626,Walleye,4,567933,4995,47402,1270
Canadarago Lake,Otsego,4,4/16/2004 0:00:00,66,567963,408,NA,626,Walleye,5,567963,4995,47402,1270
Canadarago Lake,Otsego,4,4/16/2004 0:00:00,66,567962,438,NA,626,Walleye,5,567962,4995,47402,1270
Canadarago Lake,Otsego,4,4/16/2004 0:00:00,66,567961,453,NA,626,Walleye,6,567961,4995,47402,1270
Canadarago Lake,Otsego,4,4/16/2004 0:00:00,66,567960,530,NA,626,Walleye,10,567960,4995,47402,1270
Canadarago Lake,Otsego,4,4/16/2004 0:00:00,66,567959,471,NA,626,Walleye,7,567959,4995,47402,1270
Canadarago Lake,Otsego,4,4/16/2004 0:00:00,67,567945,412,NA,626,Walleye,6,567945,4995,47402,1270
Canadarago Lake,Otsego,4,4/16/2004 0:00:00,67,567939,482,NA,626,Walleye,7,567939,4995,47402,1270
Canadarago Lake,Otsego,4,4/16/2004 0:00:00,67,567947,368,NA,626,Walleye,3,567947,4995,47402,1270
Canadarago Lake,Otsego,4,4/16/2004 0:00:00,67,567948,337,NA,626,Walleye,2,567948,4995,47402,1270
Canadarago Lake,Otsego,4,4/16/2004 0:00:00,66,567966,414,NA,626,Walleye,7,567966,4995,47402,1270
Canadarago Lake,Otsego,4,4/16/2004 0:00:00,67,567946,347,NA,626,Walleye,2,567946,4995,47402,1270
Canadarago Lake,Otsego,4,4/16/2004 0:00:00,67,567944,396,NA,626,Walleye,4,567944,4995,47402,1270
Canadarago Lake,Otsego,4,4/16/2004 0:00:00,67,567943,391,NA,626,Walleye,3,567943,4995,47402,1270
Canadarago Lake,Otsego,4,4/16/2004 0:00:00,67,567942,401,NA,626,Walleye,6,567942,4995,47402,1270
Canadarago Lake,Otsego,4,4/16/2004 0:00:00,67,567940,391,NA,626,Walleye,4,567940,4995,47402,1270
Canadarago Lake,Otsego,4,4/16/2004 0:00:00,67,567938,377,NA,626,Walleye,3,567938,4995,47402,1270
Canadarago Lake,Otsego,4,4/16/2004 0:00:00,67,567937,431,NA,626,Walleye,6,567937,4995,47402,1270
Canadarago Lake,Otsego,4,4/16/2004 0:00:00,67,567936,473,NA,626,Walleye,6,567936,4995,47402,1270
Canadarago Lake,Otsego,4,4/20/2004 0:00:00,67,568147,420,NA,626,Walleye,5,568147,4995,47402,1270
Canadarago Lake,Otsego,4,4/20/2004 0:00:00,67,568152,370,NA,626,Walleye,3,568152,4995,47402,1270
Canadarago Lake,Otsego,4,4/20/2004 0:00:00,67,568151,408,NA,626,Walleye,4,568151,4995,47402,1270
Canadarago Lake,Otsego,4,4/20/2004 0:00:00,67,568150,408,NA,626,Walleye,5,568150,4995,47402,1270
Canadarago Lake,Otsego,4,4/20/2004 0:00:00,67,568148,428,NA,626,Walleye,6,568148,4995,47402,1270
Canadarago Lake,Otsego,4,4/20/2004 0:00:00,67,568145,442,NA,626,Walleye,5,568145,4995,47402,1270
Canadarago Lake,Otsego,4,4/20/2004 0:00:00,67,568115,395,NA,626,Walleye,4,568115,4995,47402,1270
Canadarago Lake,Otsego,4,4/20/2004 0:00:00,67,568117,611,NA,626,Walleye,10,568117,4995,47402,1270
Canadarago Lake,Otsego,4,4/20/2004 0:00:00,67,568123,445,NA,626,Walleye,5,568123,4995,47402,1270
Canadarago Lake,Otsego,4,4/20/2004 0:00:00,67,568122,462,NA,626,Walleye,7,568122,4995,47402,1270
Canadarago Lake,Otsego,4,4/20/2004 0:00:00,67,568121,394,NA,626,Walleye,4,568121,4995,47402,1270
Canadarago Lake,Otsego,4,4/20/2004 0:00:00,67,568120,400,NA,626,Walleye,5,568120,4995,47402,1270
Canadarago Lake,Otsego,4,4/20/2004 0:00:00,67,568116,520,NA,626,Walleye,9,568116,4995,47402,1270
Canadarago Lake,Otsego,4,4/20/2004 0:00:00,67,568114,488,NA,626,Walleye,9,568114,4995,47402,1270
Canadarago Lake,Otsego,4,4/20/2004 0:00:00,67,568112,450,NA,626,Walleye,5,568112,4995,47402,1270
Canadarago Lake,Otsego,4,4/20/2004 0:00:00,67,568113,420,NA,626,Walleye,5,568113,4995,47402,1270
Canadarago Lake,Otsego,4,4/20/2004 0:00:00,67,568119,458,NA,626,Walleye,5,568119,4995,47402,1270
Canadarago Lake,Otsego,4,4/20/2004 0:00:00,67,568118,429,NA,626,Walleye,6,568118,4995,47402,1270
Canadarago Lake,Otsego,4,4/20/2004 0:00:00,67,568156,527,NA,626,Walleye,10,568156,4995,47402,1270
Canadarago Lake,Otsego,4,4/20/2004 0:00:00,67,568154,454,NA,626,Walleye,5,568154,4995,47402,1270
Canadarago Lake,Otsego,4,4/20/2004 0:00:00,67,568153,365,NA,626,Walleye,3,568153,4995,47402,1270
Canadarago Lake,Otsego,4,4/20/2004 0:00:00,67,568155,400,NA,626,Walleye,5,568155,4995,47402,1270
Canadarago Lake,Otsego,4,4/20/2004 0:00:00,67,568162,468,NA,626,Walleye,6,568162,4995,47402,1270
Canadarago Lake,Otsego,4,4/20/2004 0:00:00,67,568157,456,NA,626,Walleye,6,568157,4995,47402,1270
Canadarago Lake,Otsego,4,4/20/2004 0:00:00,67,568158,439,NA,626,Walleye,5,568158,4995,47402,1270
Canadarago Lake,Otsego,4,4/20/2004 0:00:00,67,568159,466,NA,626,Walleye,7,568159,4995,47402,1270
Canadarago Lake,Otsego,4,4/20/2004 0:00:00,67,568160,470,NA,626,Walleye,9,568160,4995,47402,1270
